"","fips","year","state","county","yrs_potential_life_lost_rate","percent_fair_poor_health","phys_unhealthy_days","mentally_unhealthy_days","preventable_hosp_rate","percent_smokers","low_birthweight","excessive_drinking","mental_health_providers","mental_health_providers_ratio","percent_unemployed","violent_crime_rate","income_ratio","eighty_percentile_income","twenty_percentile_income","labor_force","percent_child_poverty"
"106",41061,2020,"Oregon","Union","7210.9607558",15.6984,4.14383,4.60823,"3296","16.122620627","7.2120038722",18.14601,"80","331:1",644,"137.35200805",4.52378,93968,20772,11935,17.9
"107",41063,2020,"Oregon","Wallowa",NA,13.45435,3.84313,4.44316,"4086","14.100746461","5.8962264151",16.64332,"18","393:1",203,"0",4.89539,97991,20017,3318,19.9
"108",41065,2020,"Oregon","Wasco","7708.8339407",15.33703,3.98482,4.58149,"2712","15.639424163","6.3581112669",18.52036,"130","204:1",578,"158.69329618",3.88232,92438,23810,13384,19.7
"109",41067,2020,"Oregon","Washington","4108.5117316",12.22205,3.18562,3.55268,"2375","11.294746345","6.3011998345",17.86299,"2335","256:1",11257,"168.55767765",4.06228,143228,35258,322574,10
"110",41069,2020,"Oregon","Wheeler",NA,16.75764,4.40503,4.77571,"815","15.438358629",NA,14.87632,"4","342:1",25,"183.82352941",4.00686,68950,17208,723,35
"111",41071,2020,"Oregon","Yamhill","6050.8901223",13.73665,3.80389,4.30325,"3525","14.717227734","6.3385725329",19.54649,"425","252:1",2051,"127.99672951",4.16759,112825,27072,54524,13.7
"112",41000,2021,"Oregon","state_year","5918.7098563",18.19016,4.65152,4.79063,"2799","15.744216203","6.519062806",19.48763,"23240","181:1",78772,"248.69464455",4.55798,121648,26689,2104073,13.6
"113",41001,2021,"Oregon","Baker","8540.976815",19.15924,4.94882,5.24071,"906","21.068303169","7.0409982175",20.964,"108","149:1",331,"264.39391583",4.50296,95697,21252,7120,22
"114",41003,2021,"Oregon","Benton","3922.85466",16.05017,4.0625,4.81181,"1645","14.684941158","5.3466151657",18.34327,"923","101:1",1415,"128.03222998",5.72902,126892,22149,48151,11.4
"115",41005,2021,"Oregon","Clackamas","5052.8046489",14.65814,4.00591,4.63065,"2460","16.887832922","6.0938669328",21.77568,"1378","303:1",7425,"160.08826767",4.17334,150908,36160,219468,7.2
"116",41007,2021,"Oregon","Clatsop","6879.6510747",17.66961,4.42902,4.8025,"3421","18.214593246","6.4037626628",21.40109,"132","305:1",726,"163.2782811",4.01509,105348,26238,19385,15.5
"117",41009,2021,"Oregon","Columbia","6275.072754",17.71224,4.86664,5.13579,"3141","20.676114983","6.0124787294",23.84025,"203","258:1",1097,"133.21719527",4.26284,117650,27599,24437,11.6
"118",41011,2021,"Oregon","Coos","8149.8488514",21.03315,5.18392,5.41658,"4232","21.768833075","6.2928791105",20.40729,"274","235:1",1273,"170.38311388",4.51792,88750,19644,26147,21.9
"119",41013,2021,"Oregon","Crook","7136.5365442",20.60706,5.05974,5.30642,"2370","20.809988711","7.106918239",20.43735,"114","214:1",510,"345.83479378",3.69677,92752,25090,9593,17.1
"120",41015,2021,"Oregon","Curry","7632.4991926",18.59763,4.70632,5.03267,"2506","19.540421964","5.8919803601",21.48912,"97","236:1",463,"108.04716494",4.791,97928,20440,8895,19.9
"121",41017,2021,"Oregon","Deschutes","4773.1464764",15.0777,4.09716,4.61776,"2203","16.309009338","6.7425569177",22.10819,"928","213:1",3732,"168.56831604",4.03972,119701,29631,96093,11.3
"122",41019,2021,"Oregon","Douglas","9119.7514282",20.64862,5.03663,5.38562,"2334","22.106376895","7.0334354602",21.22252,"326","340:1",2276,"218.73791992",4.1597,91193,21923,46339,17.6
"123",41021,2021,"Oregon","Gilliam",NA,18.73716,4.72918,5.10269,"1642","19.545055531","11.206896552",20.54199,"3","637:1",35,"0",3.98868,90519,22694,947,16.1
"124",41023,2021,"Oregon","Grant","9040.6052842",19.62733,4.94957,5.18064,"891","20.572737562","6.9605568445",20.14572,"28","257:1",221,"69.218522877",4.63211,84675,18280,3185,20.6
"125",41025,2021,"Oregon","Harney","8704.7961797",19.90823,5.09223,5.3729,"2871","21.456408129","6",20.15347,"48","154:1",190,"230.49521548",3.83979,89947,23425,3577,20.1
"126",41027,2021,"Oregon","Hood River","4244.9525537",19.7781,4.58976,4.68676,"1740","17.03932733","5.4968287526",20.30595,"88","266:1",458,"147.02702703",3.94791,125587,31811,14470,12.1
"127",41029,2021,"Oregon","Jackson","6773.3992257",19.36943,4.8191,4.94003,"3066","20.68099834","6.7333710906",20.41631,"1098","201:1",4501,"334.84498178",4.66092,104041,22322,103451,18
"128",41031,2021,"Oregon","Jefferson","8328.5844973",22.94214,5.39446,5.47532,"3025","21.873156723","7.6961271102",21.04387,"59","418:1",512,"222.19199202",4.23265,98972,23383,10125,21.5
"129",41033,2021,"Oregon","Josephine","9217.7854154",21.89948,5.21519,5.55237,"2712","22.910738773","6.6633013629",18.13537,"718","122:1",1782,"222.53309959",4.50653,85935,19069,35786,23.4
"130",41035,2021,"Oregon","Klamath","9786.3995587",20.86532,4.99404,5.42089,"3209","21.637616712","8.166969147",21.51829,"324","211:1",1806,"217.60451146",4.80771,91933,19122,29291,22.9
"131",41037,2021,"Oregon","Lake","8651.6401673",22.04418,5.27348,5.45751,"2848","22.494732309","9.1428571429",21.4842,"15","525:1",195,NA,4.70732,83023,17637,3628,22.7
"132",41039,2021,"Oregon","Lane","6432.9260201",18.40965,4.75608,5.29793,"3282","17.436230522","6.9023431099",20.99661,"3426","112:1",7317,"330.47165229",4.65192,102119,21952,180588,13.7
"133",41041,2021,"Oregon","Lincoln","8456.1685648",19.24296,4.78325,5.19774,"3206","19.659959924","7.4947952811",20.91423,"230","217:1",901,"347.39347672",4.29643,89095,20737,20848,21.5
"134",41043,2021,"Oregon","Linn","6996.2845362",19.20781,5.04961,5.21102,"2481","18.826363904","6.146984681",18.60617,"234","554:1",2529,"112.0927847",3.99289,101627,25452,58720,16.4
"135",41045,2021,"Oregon","Malheur","7256.8148506",26.01073,5.6205,5.28115,"1988","22.055052538","7.125727989",19.85996,"156","196:1",510,"225.73755405",4.56636,81167,17775,12314,24.7
"136",41047,2021,"Oregon","Marion","5880.3116879",20.59585,4.66939,4.91847,"3111","18.240763536","6.2502051669",17.41426,"1242","280:1",6366,"232.69465542",4.06821,110212,27091,161879,14.2
"137",41049,2021,"Oregon","Morrow","6368.7317559",24.83502,5.25708,5.09946,"2575","20.672678406","6.8934646374",19.19991,"101","115:1",235,"330.80451658",3.62848,101583,27996,5712,16.6
"138",41051,2021,"Oregon","Multnomah","5902.8920155",16.62077,4.46608,4.86703,"2744","15.964306067","6.6355350151",23.68663,"7120","114:1",14878,"474.4613864",4.91767,135772,27609,455189,14.3
"139",41053,2021,"Oregon","Polk","5760.5747842",18.17628,4.7645,4.97354,"2204","17.942688668","5.8380729341",18.64922,"255","338:1",1620,"229.62330392",4.08735,112484,27520,39860,12.4
"140",41055,2021,"Oregon","Sherman",NA,18.26998,4.5891,4.90359,"2526","19.421543721",NA,21.61615,NA,NA,32,"57.87037037",3.91662,88727,22654,932,19
"141",41057,2021,"Oregon","Tillamook","6332.9318166",19.2212,5.04035,4.98308,"2799","18.756161265","5.875440658",21.04891,"77","351:1",458,"97.414616089",3.93964,92487,23476,11879,17.2
"142",41059,2021,"Oregon","Umatilla","7308.8856527",22.58616,5.08133,5.21408,"3168","20.792902262","6.3060498221",18.96663,"310","251:1",1765,"223.27095199",4.43851,101016,22759,36779,17.1
"143",41061,2021,"Oregon","Union","7522.9109679",19.68729,4.83956,5.06147,"2645","19.914921567","7.2620215898",20.75902,"90","298:1",576,"137.35200805",4.28214,96468,22528,11938,16.5
"144",41063,2021,"Oregon","Wallowa",NA,17.3733,4.48331,4.9137,"3201","18.991709938","5.2511415525",21.57063,"22","328:1",199,"0",5.11763,102542,20037,3420,18.8
"145",41065,2021,"Oregon","Wasco","7899.8262117",20.55957,4.9297,5.03022,"1803","19.565991321","6.1320754717",20.00666,"146","183:1",551,"158.69329618",3.82518,94918,24814,13360,18.2
"146",41067,2021,"Oregon","Washington","4069.1275776",14.66037,3.82159,4.42111,"2663","13.135328135","6.3766099623",20.16072,"2502","240:1",9998,"168.55767765",4.10401,152341,37120,325006,9
"147",41069,2021,"Oregon","Wheeler",NA,21.28992,5.18205,5.38334,"1340","21.62456129",NA,19.97706,"4","333:1",31,"183.82352941",3.55257,67609,19031,722,31.7
"148",41071,2021,"Oregon","Yamhill","5755.0837285",18.42769,4.65794,4.66548,"3584","17.664496255","6.7544879246",21.18606,"459","233:1",1858,"127.99672951",4.17596,122318,29291,54839,12.2
"149",41000,2022,"Oregon","state_year","6072.1798084",17.43699,3.9108,4.56434,"2378","14.90443486","6.5544124078",21.15012,"25667","165:1",159446,"248.69464455",4.52503,126927,28050,2104660,12.2
"150",41001,2022,"Oregon","Baker","9508.7837034",18.5,4.22958,4.91159,"819","17.7","8.2493125573",22.57951,"115","142:1",522,"264.39391583",4.62156,99285,21483,7285,18.8
"151",41003,2022,"Oregon","Benton","3953.6634814",15.5,3.73933,4.38658,"1801","13.8","5.2868852459",21.43001,"1084","86:1",2612,"128.03222998",5.52392,132226,23937,46257,11.3
"152",41005,2022,"Oregon","Clackamas","5267.4261275",15.1,3.49925,4.26814,"2081","13.9","5.9765821421",22.8744,"1506","280:1",15797,"160.08826767",4.11863,155429,37738,218040,6.6
"153",41007,2022,"Oregon","Clatsop","6873.8441754",18.3,4.10374,4.78079,"2966","17.6","6.5543756866",22.34211,"151","268:1",1823,"163.2782811",4.14831,110316,26593,19084,13
"154",41009,2022,"Oregon","Columbia","6675.0100221",18.7,4.19467,4.9316,"3246","19.4","6.2090572486",22.20453,"223","237:1",1906,"133.21719527",3.95808,120381,30414,24061,10.5
"155",41011,2022,"Oregon","Coos","7452.2704446",21.1,4.59485,5.17561,"3322","20.4","6.447746884",20.76766,"303","214:1",2290,"170.38311388",4.97154,98337,19780,26525,21.1
"156",41013,2022,"Oregon","Crook","7348.3065716",19.8,4.33082,4.96534,"1746","18.9","7.3891625616",21.72647,"128","196:1",911,"345.83479378",3.43692,100451,29227,10328,13.8
"157",41015,2022,"Oregon","Curry","8389.9126443",18.8,4.15411,4.8066,"2195","18.2","6.4212328767",22.32673,"106","220:1",774,"108.04716494",4.64614,101783,21907,8944,21.2
"158",41017,2022,"Oregon","Deschutes","5004.5523599",15.9,3.71229,4.46725,"1797","15.3","6.8831989885",23.80254,"1055","191:1",7764,"168.56831604",4.07704,127750,31334,97975,8.7
"159",41019,2022,"Oregon","Douglas","9195.1618387",20.5,4.46941,5.11062,"1764","20","7.1476285905",19.79023,"374","298:1",3658,"218.73791992",4.28784,95160,22193,47415,18.5
"160",41021,2022,"Oregon","Gilliam",NA,19.7,4.36729,4.97433,"2063","18.8","10.256410256",22.71676,"3","658:1",61,"0",5.26446,85000,16146,997,14.8
"161",41023,2022,"Oregon","Grant","7429.3444154",20.6,4.57153,5.21074,"458","20.4","7.3732718894",20.861,"30","239:1",267,"69.218522877",4.051,85634,21139,3211,19.6
"162",41025,2022,"Oregon","Harney","8437.8441869",19,4.33346,5.0339,"1996","18.9","6.0377358491",22.3556,"49","150:1",216,"230.49521548",3.82096,91833,24034,3670,21.4
"163",41027,2022,"Oregon","Hood River","4440.6811441",20.1,3.96425,4.34191,"1708","15.2","5.2287581699",21.0851,"100","233:1",885,"147.02702703",4.04012,139865,34619,14154,10.9
"164",41029,2022,"Oregon","Jackson","6893.8191421",18.8,4.21071,4.758,"2449","17.8","6.8536024527",20.52977,"1222","182:1",8210,"334.84498178",4.49675,108547,24139,105147,13.1
"165",41031,2022,"Oregon","Jefferson","10746.276304",22.3,4.56321,4.90062,"2292","18.5","7.411116675",19.66407,"57","436:1",848,"222.19199202",4.80935,108826,22628,10330,17.3
"166",41033,2022,"Oregon","Josephine","9342.755146",20.9,4.68481,5.20325,"2304","20.5","7.0453770044",20.88373,"774","114:1",2847,"222.53309959",4.63249,93340,20149,36124,18.7
"167",41035,2022,"Oregon","Klamath","9589.9225019",21.8,4.6502,5.06907,"2966","18.7","8.2224247949",19.87337,"352","195:1",2554,"217.60451146",5.10818,94721,18543,29511,20.6
"168",41037,2022,"Oregon","Lake","9465.2543667",22.9,4.79337,5.19488,"2541","20.2","9.8837209302",19.79446,"17","468:1",206,NA,4.66746,89690,19216,3647,18.6
"169",41039,2022,"Oregon","Lane","6556.945516",18.6,4.20409,4.80366,"2559","15.9","6.7356427764",22.15817,"3708","103:1",14103,"330.47165229",4.60723,106874,23197,178467,15.2
"170",41041,2022,"Oregon","Lincoln","8688.9298384",19.7,4.31677,4.89901,"2476","18.5","7.3144876325",21.88382,"238","213:1",2243,"347.39347672",4.24491,92921,21890,20598,20.4
"171",41043,2022,"Oregon","Linn","7287.6014204",19.6,4.31378,4.94248,"2009","17.5","5.9681313375",19.84846,"264","496:1",4568,"112.0927847",3.8641,104041,26925,58819,14
"172",41045,2022,"Oregon","Malheur","7442.4942945",26.4,4.93953,4.92311,"1580","19.6","7.2331460674",18.28841,"161","192:1",654,"225.73755405",4.45652,86256,19355,12617,24.2
"173",41047,2022,"Oregon","Marion","6120.286626",21.8,4.29474,4.63914,"2864","15.1","6.293008876",19.14354,"1337","261:1",11304,"232.69465542",4.02365,114183,28378,163017,16
"174",41049,2022,"Oregon","Morrow","7258.1267068",26.1,4.78573,4.88013,"3370","18.5","6.7366579178",19.16283,"103","114:1",295,"330.80451658",3.58176,102098,28505,5717,13.7
"175",41051,2022,"Oregon","Multnomah","6123.8849759",16.5,3.64785,4.25922,"2684","15.1","6.7021329488",24.54331,"7901","103:1",39302,"474.4613864",4.88434,142364,29147,457372,11.8
"176",41053,2022,"Oregon","Polk","5675.5576163",17.6,3.93932,4.56219,"2084","16.1","6.274050527",22.62975,"265","331:1",2639,"229.62330392",4.24679,119785,28206,40205,12.2
"177",41055,2022,"Oregon","Sherman",NA,19,4.23339,4.88956,"1722","18.4",NA,22.10412,NA,NA,60,"57.87037037",3.94591,96438,24440,983,17.7
"178",41057,2022,"Oregon","Tillamook","7518.6150874",19,4.19154,4.79925,"2649","17.4","5.2999417589",22.18647,"81","339:1",948,"97.414616089",3.63736,96019,26398,11710,15.5
"179",41059,2022,"Oregon","Umatilla","7692.8065131",24,4.60808,4.83484,"2476","17.9","6.1733865013",19.07869,"337","231:1",2505,"223.27095199",4.69824,105560,22468,37001,13
"180",41061,2022,"Oregon","Union","8024.4308884",19,4.29866,4.95894,"2469","17.9","7.0480081716",21.6093,"96","277:1",944,"137.35200805",4.10129,97344,23735,12053,14.8
"181",41063,2022,"Oregon","Wallowa",NA,17.4,4.08214,4.84973,"2724","17.4","4.9763033175",23.02456,"20","359:1",246,"0",4.38532,101029,23038,3473,16.4
"182",41065,2022,"Oregon","Wasco","7081.6656996",20.7,4.29178,4.75607,"1867","17.3","6.5134099617",21.23274,"158","167:1",953,"158.69329618",3.73682,100102,26788,13430,15.7
"183",41067,2022,"Oregon","Washington","4101.8007048",15.6,3.40179,4.01006,"2221","12.2","6.4767959863",21.08506,"2833","213:1",20837,"168.55767765",3.98011,156661,39361,321579,7.2
"184",41069,2022,"Oregon","Wheeler",NA,21.3,4.64502,5.15615,NA,"20.1",NA,21.57719,"3","462:1",30,"183.82352941",3.56605,69538,19500,693,25.9
"185",41071,2022,"Oregon","Yamhill","5695.2879127",18.3,4.01038,4.57971,"2862","16.8","6.6215688825",23.03171,"511","211:1",3664,"127.99672951",4.23576,126861,29950,54221,10.1
"186",41000,2023,"Oregon","state_year","6072.1798084",12.7,2.94138,4.60099,"1884",NA,"6.5544124078",19.88073,"26837","158:1",112198,NA,4.52102,135192,29903,2148337,13.8
"187",41001,2023,"Oregon","Baker","9508.7837034",13.8,3.36305,4.85606,"498",NA,"8.2493125573",21.90182,"118","143:1",384,NA,4.69639,101766,21669,7467,20.4
"188",41003,2023,"Oregon","Benton","3953.6634814",11.1,2.88072,4.97073,"1518",NA,"5.2868852459",19.25923,"1193","80:1",1873,NA,5.52616,138154,25000,47556,11.4
"189",41005,2023,"Oregon","Clackamas","5267.4261275",10.8,2.73312,4.62264,"1733",NA,"5.9765821421",20.07637,"1567","270:1",10797,NA,4.20773,165751,39392,222815,8.9
"190",41007,2023,"Oregon","Clatsop","6873.8441754",13.2,3.24499,5.20673,"2272",NA,"6.5543756866",21.41932,"152","275:1",1168,NA,4.18623,118060,28202,19452,16.9
"191",41009,2023,"Oregon","Columbia","6675.0100221",13.1,3.24861,4.95078,"2737",NA,"6.2090572486",20.84255,"216","246:1",1418,NA,3.86553,126828,32810,24640,12.5
"192",41011,2023,"Oregon","Coos","7452.2704446",15.5,3.53526,4.84976,"2533",NA,"6.447746884",19.30516,"320","203:1",1696,NA,5.01151,104896,20931,27033,24.4
"193",41013,2023,"Oregon","Crook","7348.3065716",13.8,3.30754,4.9142,"1352",NA,"7.3891625616",20.62526,"130","198:1",736,NA,3.81017,111539,29274,10941,16.6
"194",41015,2023,"Oregon","Curry","8389.9126443",13.7,3.27806,4.91324,"1351",NA,"6.4212328767",20.4906,"117","202:1",612,NA,4.56522,108593,23787,9158,22.4
"195",41017,2023,"Oregon","Deschutes","5004.5523599",11.6,3.07524,4.68268,"1243",NA,"6.8831989885",22.55961,"1141","179:1",5429,NA,4.26012,139604,32770,102553,10.1
"196",41019,2023,"Oregon","Douglas","9195.1618387",14.4,3.50466,4.8478,"1453",NA,"7.1476285905",20.84524,"407","275:1",2787,NA,4.15734,99585,23954,47860,22.1
"197",41021,2023,"Oregon","Gilliam",NA,15.2,3.56377,4.94899,"911",NA,"10.256410256",20.3662,"3","668:1",45,NA,5.31714,93938,17667,940,14.8
"198",41023,2023,"Oregon","Grant","7429.3444154",14.6,3.53333,4.98689,"268",NA,"7.3732718894",20.65934,"34","214:1",217,NA,4.32108,94260,21814,3247,21.3
"199",41025,2023,"Oregon","Harney","8437.8441869",14.2,3.3909,4.91506,"1331",NA,"6.0377358491",20.6829,"55","138:1",193,NA,3.54637,85971,24242,3761,22.5
"200",41027,2023,"Oregon","Hood River","4440.6811441",13.3,3.11328,4.93239,"1021",NA,"5.2287581699",20.50732,"99","243:1",652,NA,4.14398,153555,37055,14410,13.1
"201",41029,2023,"Oregon","Jackson","6893.8191421",13.5,3.14443,4.75173,"1702",NA,"6.8536024527",19.43573,"1305","171:1",5843,NA,4.43718,114386,25779,107706,15.5
"202",41031,2023,"Oregon","Jefferson","10746.276304",15.8,3.57034,4.99964,"1760",NA,"7.411116675",20.00313,"62","404:1",677,NA,4.66993,115805,24798,10459,22.6
"203",41033,2023,"Oregon","Josephine","9342.755146",15.8,3.78433,5.21193,"1972",NA,"7.0453770044",19.01446,"789","112:1",2280,NA,4.69715,101125,21529,36990,23.6
"204",41035,2023,"Oregon","Klamath","9589.9225019",16.2,3.77057,5.11331,"1829",NA,"8.2224247949",19.24776,"343","205:1",2008,NA,5.10184,100343,19668,29770,23.9
"205",41037,2023,"Oregon","Lake","9465.2543667",16,3.64482,4.98299,"1887",NA,"9.8837209302",20.07559,"21","394:1",204,NA,5.48324,96324,17567,3721,20.1
"206",41039,2023,"Oregon","Lane","6556.945516",14.2,3.49595,5.38124,"2080",NA,"6.7356427764",20.5405,"3861","99:1",10055,NA,4.58274,113377,24740,182197,14.8
"207",41041,2023,"Oregon","Lincoln","8688.9298384",13.8,3.2523,5.00139,"1925",NA,"7.3144876325",21.01819,"252","202:1",1439,NA,4.22779,102156,24163,21119,22.1
"208",41043,2023,"Oregon","Linn","7287.6014204",13.9,3.40406,4.96698,"2213",NA,"5.9681313375",21.27231,"274","474:1",3401,NA,3.89197,112081,28798,60636,14.5
"209",41045,2023,"Oregon","Malheur","7442.4942945",18.9,3.83337,4.43969,"1209",NA,"7.2331460674",19.59851,"167","190:1",554,NA,5.0911,95728,18803,12717,24.4
"210",41047,2023,"Oregon","Marion","6120.286626",15.9,3.3996,4.70567,"2314",NA,"6.293008876",16.99734,"1431","243:1",8515,NA,4.05899,119992,29562,167425,16
"211",41049,2023,"Oregon","Morrow","7258.1267068",20.1,3.99125,5.0219,"2449",NA,"6.7366579178",17.97222,"117","105:1",272,NA,3.98447,117753,29553,5966,15.7
"212",41051,2023,"Oregon","Multnomah","6123.8849759",11.9,2.87849,5.12445,"2127",NA,"6.7021329488",22.2419,"8068","100:1",25641,NA,4.8692,151919,31200,461936,12.7
"213",41053,2023,"Oregon","Polk","5675.5576163",13.1,3.1798,4.97186,"1820",NA,"6.274050527",21.37309,"264","338:1",2032,NA,4.65571,132967,28560,42006,12.6
"214",41055,2023,"Oregon","Sherman",NA,13.6,3.26899,4.88128,"1737",NA,NA,21.34799,NA,NA,41,NA,4.01926,97467,24250,963,18.8
"215",41057,2023,"Oregon","Tillamook","7518.6150874",13.4,3.31415,4.76145,"2284",NA,"5.2999417589",20.45081,"85","326:1",668,NA,3.87466,100373,25905,12137,21.3
"216",41059,2023,"Oregon","Umatilla","7692.8065131",16.1,3.42278,4.97411,"1859",NA,"6.1733865013",19.31416,"347","231:1",1969,NA,4.45472,114602,25726,37687,16.4
"217",41061,2023,"Oregon","Union","8024.4308884",14,3.31644,4.52762,"1920",NA,"7.0480081716",21.13568,"108","243:1",680,NA,4.19487,101260,24139,12222,22
"218",41063,2023,"Oregon","Wallowa",NA,12.2,2.99777,4.82454,"2481",NA,"4.9763033175",21.5932,"22","343:1",196,NA,3.98414,107516,26986,3622,17.4
"219",41065,2023,"Oregon","Wasco","7081.6656996",14.8,3.3513,4.94419,"1636",NA,"6.5134099617",20.12697,"161","166:1",716,NA,4.15414,109740,26417,13684,18.5
"220",41067,2023,"Oregon","Washington","4101.8007048",10.6,2.633,4.27345,"1893",NA,"6.4767959863",18.64276,"3051","197:1",14352,NA,3.99036,166785,41797,327487,9.1
"221",41069,2023,"Oregon","Wheeler",NA,14.9,3.50873,4.98952,NA,NA,NA,20.3169,"4","363:1",24,NA,3.70881,77885,21000,726,33
"222",41071,2023,"Oregon","Yamhill","5695.2879127",12.7,3.03482,4.86688,"2374",NA,"6.6215688825",21.53446,"549","197:1",2624,NA,4.08251,132600,32480,55328,12.1
